JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2449653.372,11.0,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449654.407,11.1,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449654.9000,11.3,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449655.121,11.4,,,Vis.,AB,,,,,,,,V,,,,RW AUR,,STD,,,,
2449655.60,10.6,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449655.8201,11.3,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449656.7840,11.0,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449657.8,10.8,,,Vis.,AKT,,,,,,,,V,,,,RW AUR,,STD,,,,
2449658.669,10.7,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449659.385,10.6,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449659.63,10.5,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449659.8542,10.9,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449660.378,10.7,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449660.39,11.2,,,Vis.,GZN,,NA,NA,AAVSO,,,,Z,,,,RW AUR,AAVSO,STD,,,,
2449660.42,10.4,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449660.8438,10.9,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449661.3,10.4,,,Vis.,BIV,,,,,,,,V,,,,RW AUR,MCSE,STD,,,,
2449662.5069,10.9,,,Vis.,JLT,,,,,,,,V,,,,RW AUR,AS,STD,,,,
2449664.54,10.5,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449664.5743,10.9,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2449664.8944,11.0,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449665.120,11.0,,,Vis.,AB,,,,,,,,V,,,,RW AUR,,STD,,,,
2449665.369,10.8,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449665.4,10.8,,,Vis.,GZN,,106,110,AFOEV-C,,,,Z,,,,RW AUR,AAVSO,STD,,,,
2449665.44,10.5,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449667.53,10.8,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449667.8813,11.2,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449668.52,10.7,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449669.41,11.2,,,Vis.,GZN,,NA,NA,AAVSO,,,,Z,,,,RW AUR,AAVSO,STD,,,,
2449669.8910,10.8,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449670.40,11.2,,,Vis.,GZN,,NA,NA,AAVSO,,,,Z,,,,RW AUR,AAVSO,STD,,,,
2449670.8813,11.2,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449672.4,10.5,,,Vis.,GZN,,100,106,AFOEV-C,,,,Z,,,,RW AUR,AAVSO,STD,,,,
2449672.8764,11.1,,,Vis.,BTH,C,,,,,,,V,,,,RW AUR,,STD,,,,
2449674.8910,11.1,,,Vis.,BTH,C,,,,,,,V,,,,RW AUR,,STD,,,,
2449676.54,10.9,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449676.5535,10.9,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2449678.8903,10.9,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449679.250,10.8,,,Vis.,SKP,,,,,,,,V,,,,RW AUR,,STD,,,,
2449679.402,10.7,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449679.7486,10.9,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449680.37,11.2,,,Vis.,GZN,,NA,NA,AAVSO,,,,Z,,,,RW AUR,AAVSO,STD,,,,
2449680.38,10.6,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449680.51,10.5,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449681.37,11.2,,,Vis.,GZN,,NA,NA,AAVSO,,,,Z,,,,RW AUR,AAVSO,STD,,,,
2449681.53,10.6,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449682.35,11.2,,,Vis.,GZN,,NA,NA,AAVSO,,,,Z,,,,RW AUR,AAVSO,STD,,,,
2449682.53,10.6,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449683.36,11.2,,,Vis.,GZN,,NA,NA,AAVSO,,,,Z,,,,RW AUR,AAVSO,STD,,,,
2449683.51,10.5,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449683.6,11.2,,,Vis.,LGV,,,,,,,,V,,,,RW AUR,,STD,,,,
2449684.35,11.2,,,Vis.,GZN,,NA,NA,AAVSO,,,,Z,,,,RW AUR,AAVSO,STD,,,,
2449684.4909,10.9,,,Vis.,JLT,,,,,,,,V,,,,RW AUR,AS,STD,,,,
2449685.36,11.2,,,Vis.,GZN,,NA,NA,AAVSO,,,,Z,,,,RW AUR,AAVSO,STD,,,,
2449685.396,10.8,,,Vis.,SKP,,,,,,,,V,,,,RW AUR,,STD,,,,
2449685.6,10.7,,,Vis.,AKT,,,,,,,,V,,,,RW AUR,,STD,,,,
2449685.7146,10.8,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449686.34,10.8,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449686.395,10.9,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449686.7944,11.1,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449687.324,10.9,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449687.4944,11.0,,,Vis.,JLT,,,,,,,,V,,,,RW AUR,AS,STD,,,,
2449687.57,10.8,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449687.7910,10.9,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449688.360,10.9,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449688.39,10.8,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449688.4,11.1,,,Vis.,GZN,,110,112,AFOEV-C,,,,Z,,,,RW AUR,AAVSO,STD,,,,
2449688.4597,11.0,,,Vis.,JLT,,,,,,,,V,,,,RW AUR,AS,STD,,,,
2449688.53,10.8,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449688.5472,10.9,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2449689.299,10.8,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449689.3,10.8,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449689.64,11.0,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449690.3,10.8,,,Vis.,BIV,,,,,,,,V,,,,RW AUR,MCSE,STD,,,,
2449690.405,10.7,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449690.41,10.8,,,Vis.,POX,,,,,,,,V,,,,RW AUR,,STD,,,,
2449691.8139,10.8,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449692.579,10.9,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449693.3,11.1,,,Vis.,MGE,,,,,,,,V,,,,RW AUR,,STD,,,,
2449693.368,11.1,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449693.3833,11.2,,,Vis.,MMI,,,,,,,,V,,,,RW AUR,,STD,,,,
2449693.4,10.9,,,Vis.,GZN,,106,110,AFOEV-C,,,,Z,,,,RW AUR,AAVSO,STD,,,,
2449693.4,10.6,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449693.41,10.7,,,Vis.,POX,,,,,,,,V,,,,RW AUR,,STD,,,,
2449693.8799,11.0,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449694.308,11.1,,,Vis.,SKP,,,,,,,,V,,,,RW AUR,,STD,,,,
2449694.336,11.1,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449694.8354,10.7,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449695.077,10.5,,,Vis.,AB,,,,,,,,V,,,,RW AUR,,STD,,,,
2449695.54,10.5,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449695.7368,10.8,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449696.32,10.6,,,Vis.,POX,,,,,,,,V,,,,RW AUR,,STD,,,,
2449696.419,10.5,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449696.7090,10.5,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449699.34,11.2,,,Vis.,GZN,,na,na,aavso,,,,Z,,,,RW AUR,AAVSO,STD,,,,
2449699.38,10.7,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449699.7118,11.0,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449700.34,11.2,,,Vis.,GZN,,na,na,aavso,,,,Z,,,,RW AUR,AAVSO,STD,,,,
2449700.4361,10.8,,,Vis.,JLT,,,,,,,,V,,,,RW AUR,AS,STD,,,,
2449700.641,10.8,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449701.2222,11.0,,,Vis.,MMI,,,,,,,,V,,,,RW AUR,,STD,,,,
2449701.33,11.2,,,Vis.,GZN,,na,na,aavso,,,,Z,,,,RW AUR,AAVSO,STD,,,,
2449701.36,10.6,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449701.370,10.8,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449701.71,10.7,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449701.7632,10.8,,,Vis.,BTH,M,,,,,,,V,,,,RW AUR,,STD,,,,
2449702.323,<10.6,,,Vis.,SKP,C,,,,,,,V,,,,RW AUR,,STD,,,,
2449705.45,10.4,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449705.5,10.7,,,Vis.,GZN,,106,110,AFOEV-C,,,,Z,,,,RW AUR,AAVSO,STD,,,,
2449706.23,10.8,,,Vis.,POX,,,,,,,,V,,,,RW AUR,,STD,,,,
2449707.2208,10.9,,,Vis.,MMI,,,,,,,,V,,,,RW AUR,,STD,,,,
2449707.247,10.7,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449707.41,10.4,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449707.5056,10.8,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2449707.53,10.8,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449708.30,10.7,,,Vis.,POX,,,,,,,,V,,,,RW AUR,,STD,,,,
2449708.308,10.7,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449708.52,10.6,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449708.7285,10.9,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449709.231,10.7,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449709.27,10.8,,,Vis.,LEB,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449709.3,10.5,,,Vis.,MGE,,,,,,,,V,,,,RW AUR,,STD,,,,
2449709.36,10.3,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449710.310,10.8,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449710.3534,11.5,,,Vis.,MMI,,,,,,,,V,,,,RW AUR,,STD,,,,
2449711.253,10.8,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449711.3,10.8,,,Vis.,BIV,,,,,,,,V,,,,RW AUR,MCSE,STD,,,,
2449711.6979,11.2,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449711.763,11.0,,,Vis.,AB,,,,,,,,V,,,,RW AUR,,STD,,,,
2449712.64,10.7,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449712.7069,10.9,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449713.55,11.0,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449713.6451,11.0,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449715.49,10.8,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449715.6319,11.0,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449715.7,10.7,,,Vis.,AKT,,,,,,,,V,,,,RW AUR,,STD,,,,
2449716.37,10.6,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449716.4,10.9,,,Vis.,GZN,,106,110,AFOEV-C,,,,Z,,,,RW AUR,AAVSO,STD,,,,
2449716.51,11.0,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449716.6472,11.0,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449716.6667,11.0,,,Vis.,ALN,,,,,,,,V,,,,RW AUR,,STD,,,,
2449717.3,10.7,,,Vis.,MGE,,,,,,,,V,,,,RW AUR,,STD,,,,
2449717.41,10.9,,,Vis.,POX,,,,,,,,V,,,,RW AUR,,STD,,,,
2449717.5361,10.7,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2449717.7937,10.9,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449718.242,10.7,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449718.3,11.3,,,Vis.,BIV,,,,,,,,V,,,,RW AUR,MCSE,STD,,,,
2449719.3680,11.6,,,Vis.,MMI,,,,,,,,V,,,,RW AUR,,STD,,,,
2449720.26,11.6,,,Vis.,POX,,,,,,,,V,,,,RW AUR,,STD,,,,
2449720.36,10.8,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449720.43,10.8,,,Vis.,JTP,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449720.5,11.3,,,Vis.,BIV,,,,,,,,V,,,,RW AUR,MCSE,STD,,,,
2449720.52,11.1,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449721.2201,11.8,,,Vis.,MMI,,,,,,,,V,,,,RW AUR,,STD,,,,
2449721.244,11.2,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449721.37,11.1,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449721.38,11.5,,,Vis.,LVA,,,,,,,,V,,,,RW AUR,NAS,STD,,,,
2449722.28,11.1,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449722.315,11.0,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449722.344,<10.6,,,Vis.,SKP,,,,,,,,V,,,,RW AUR,,STD,,,,
2449722.3451,12.0,,,Vis.,MMI,,,,,,,,V,,,,RW AUR,,STD,,,,
2449722.5063,11.4,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449723.2000,12.0,,,Vis.,MMI,,,,,,,,V,,,,RW AUR,,STD,,,,
2449723.5146,11.5,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449723.6,11.4,,,N/A,BSF,,,,,,,,V,,,,RW AUR,,STD,,,,
2449724.25,11.7,,,Vis.,POX,,,,,,,,V,,,,RW AUR,,STD,,,,
2449725.244,10.9,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449726.4826,11.4,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2449726.5194,11.5,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449727.34,10.6,,,Vis.,MJZ,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449727.5229,11.4,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449728.2027,11.8,,,Vis.,MMI,,,,,,,,V,,,,RW AUR,,STD,,,,
2449729.2291,11.5,,,Vis.,MMI,,,,,,,,V,,,,RW AUR,,STD,,,,
2449729.236,10.9,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449729.3,10.9,,,Vis.,GZN,,106,110,AFOEV-C,,,,Z,,,,RW AUR,AAVSO,STD,,,,
2449729.34,10.6,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449730.215,10.9,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449730.28,10.6,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449731.2013,11.5,,,Vis.,MMI,,,,,,,,V,,,,RW AUR,,STD,,,,
2449733.37,11.1,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449734.2222,11.5,,,Vis.,MMI,,,,,,,,V,,,,RW AUR,,STD,,,,
2449734.27,11.2,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449735.2208,11.5,,,Vis.,MMI,,,,,,,,V,,,,RW AUR,,STD,,,,
2449736.32,11.1,,,Vis.,MJZ,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449736.6208,11.5,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449737.5,11.6,,,Vis.,AKT,,,,,,,,V,,,,RW AUR,,STD,,,,
2449738.232,11.4,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449738.33,11.5,,,Vis.,POX,,,,,,,,V,,,,RW AUR,,STD,,,,
2449739.25,11.8,,,Vis.,POX,,,,,,,,V,,,,RW AUR,,STD,,,,
2449740.29,11.1,,,Vis.,MJZ,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449742.2638,11.0,,,Vis.,JLT,,,,,,,,V,,,,RW AUR,AS,STD,,,,
2449743.6144,10.9,,,Vis.,HK,,,,,,,,V,,,,RW AUR,,STD,,,,
2449743.6840,11.4,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449744.29,10.7,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449744.3,11.0,,,Vis.,GZN,,110,112,AFOEV-C,,,,Z,,,,RW AUR,AAVSO,STD,,,,
2449744.32,11.1,,,Vis.,MJZ,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449744.36,11.0,,,Vis.,POX,,,,,,,,V,,,,RW AUR,,STD,,,,
2449744.5125,11.6,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2449744.6125,11.5,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449745.5201,11.4,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449746.26,11.5,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449747.5139,11.6,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449747.831,11.4,,,Vis.,AB,,,,,,,,V,,,,RW AUR,,STD,,,,
2449748.242,11.5,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449748.2722,11.0,,,Vis.,JLT,,,,,,,,V,,,,RW AUR,AS,STD,,,,
2449748.28,10.9,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449748.3,11.2,,,Vis.,GZN,,110,112,AFOEV-C,,,,Z,,,,RW AUR,AAVSO,STD,,,,
2449748.3263,11.6,,,Vis.,MMI,,,,,,,,V,,,,RW AUR,,STD,,,,
2449748.5278,11.5,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449749.253,11.3,,,Vis.,SKP,,,,,,,,V,,,,RW AUR,,STD,,,,
2449749.374,11.3,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449750.6,11.3,,,Vis.,RPR,,,,,,,,V,,,,RW AUR,,STD,,,,
2449750.7181,11.1,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449751.234,11.3,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449751.2631,11.1,,,Vis.,JLT,,,,,,,,V,,,,RW AUR,AS,STD,,,,
2449751.2749,11.4,,,Vis.,MMI,,,,,,,,V,,,,RW AUR,,STD,,,,
2449751.5354,11.5,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449751.7153,11.3,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449752.5,11.4,,,Vis.,HAQ,,,,,,,,V,,,,RW AUR,MCSE,STD,,,,
2449752.6576,11.2,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449753.3,11.2,,,Vis.,GZN,,110,112,AFOEV-C,,,,Z,,,,RW AUR,AAVSO,STD,,,,
2449753.32,11.2,,,Vis.,POX,,,,,,,,V,,,,RW AUR,,STD,,,,
2449753.3361,11.1,,,Vis.,JLT,,,,,,,,V,,,,RW AUR,AS,STD,,,,
2449753.3402,11.5,,,Vis.,MMI,,,,,,,,V,,,,RW AUR,,STD,,,,
2449753.35,11.0,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449753.6,11.1,,,Vis.,AKT,,,,,,,,V,,,,RW AUR,,STD,,,,
2449755.50,11.4,,,Vis.,POX,,,,,,,,V,,,,RW AUR,,STD,,,,
2449756.2444,11.1,,,Vis.,JLT,,,,,,,,V,,,,RW AUR,AS,STD,,,,
2449756.2965,11.5,,,Vis.,MMI,,,,,,,,V,,,,RW AUR,,STD,,,,
2449756.6,11.4,,,Vis.,RPR,,,,,,,,V,,,,RW AUR,,STD,,,,
2449757.2409,11.1,,,Vis.,JLT,,,,,,,,V,,,,RW AUR,AS,STD,,,,
2449757.2520,11.5,,,Vis.,MMI,,,,,,,,V,,,,RW AUR,,STD,,,,
2449757.5458,11.5,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449757.7667,11.2,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449758.2486,11.5,,,Vis.,MMI,,,,,,,,V,,,,RW AUR,,STD,,,,
2449758.2534,11.2,,,Vis.,JLT,,,,,,,,V,,,,RW AUR,AS,STD,,,,
2449761.2423,11.6,,,Vis.,MMI,,,,,,,,V,,,,RW AUR,,STD,,,,
2449761.256,11.3,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449761.5472,11.5,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449762.7500,11.1,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449763.34,11.0,,,Vis.,GZN,,na,na,aavso,,,,Z,,,,RW AUR,AAVSO,STD,,,,
2449763.5382,11.4,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449763.6472,11.3,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449764.36,10.9,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449764.4,11.2,,,Vis.,GZN,,110,112,AFOEV-C,,,,Z,,,,RW AUR,AAVSO,STD,,,,
2449764.6319,11.3,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449765.6750,11.2,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449766.274,11.3,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449766.31,11.5,,,Vis.,POX,,,,,,,,V,,,,RW AUR,,STD,,,,
2449766.5396,11.4,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449766.6250,11.3,,,Vis.,ALN,,,,,,,,V,,,,RW AUR,,STD,,,,
2449766.7,11.3,,,Vis.,RPR,,,,,,,,V,,,,RW AUR,,STD,,,,
2449767.2562,11.0,,,Vis.,JLT,,,,,,,,V,,,,RW AUR,AS,STD,,,,
2449767.2895,11.3,,,Vis.,MMI,,,,,,,,V,,,,RW AUR,,STD,,,,
2449767.314,11.0,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449767.32,10.8,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449767.33,11.3,,,Vis.,GZN,,na,na,aavso,,,,Z,,,,RW AUR,AAVSO,STD,,,,
2449767.5250,11.3,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449768.2513,11.0,,,Vis.,JLT,,,,,,,,V,,,,RW AUR,AS,STD,,,,
2449768.6,11.0,,,Vis.,AKT,,,,,,,,V,,,,RW AUR,,STD,,,,
2449768.6319,11.0,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449769.2645,11.0,,,Vis.,JLT,,,,,,,,V,,,,RW AUR,AS,STD,,,,
2449769.3812,11.0,,,Vis.,MMI,,,,,,,,V,,,,RW AUR,,STD,,,,
2449769.6111,11.0,,,Vis.,HK,,,,,,,,V,,,,RW AUR,,STD,,,,
2449769.6306,10.8,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449770.29,10.7,,,Vis.,POX,,,,,,,,V,,,,RW AUR,,STD,,,,
2449770.33,11.3,,,Vis.,GZN,,na,na,aavso,,,,Z,,,,RW AUR,AAVSO,STD,,,,
2449770.3687,11.0,,,Vis.,JLT,,,,,,,,V,,,,RW AUR,AS,STD,,,,
2449770.369,10.7,,,Vis.,DPA,,,,,,,,V,,,,RW AUR,,STD,,,,
2449770.4062,11.0,,,Vis.,MMI,,,,,,,,V,,,,RW AUR,,STD,,,,
2449770.6424,10.7,,,Vis.,BTH,,,,,,,,V,,,,RW AUR,,STD,,,,
2449771.2645,11.4,,,Vis.,MMI,,,,,,,,V,,,,RW AUR,,STD,,,,
2449771.28,10.5,,,Vis.,VED,,,,,,,,V,,,,RW AUR,AFOEV,STD,,,,
2449771.38,10.8,,,Vis.,POX,,,,,,,,V,,,,RW AUR,,STD,,,,
2449771.3840,11.0,,,Vis.,JLT,,,,,,,,V,,,,RW AUR,AS,STD,,,,
2449771.5188,11.4,,,Vis.,DPL,,,,,,,,V,,,,RW AUR,,STD,,,,
2449771.5493,11.3,,,Vis.,BRJ,,,,,,,,V,,,,RW AUR,,STD,,,,
2449772.2687,11.6,,,Vis.,MMI,,,,,,,,V,,,,RW AUR,,STD,,,,
2449772.323,11.1,,,Vis.,SKP,,,,,,,,V,,,,RW AUR,,STD,,,,
